620 20.789 1.199 29.600
640 17.329 1.016 29.600
660 14.834 0.883 29.600
680 12.213 0.740 29.600
700 10.227 0.631 29.600
720 8.233 0.518 29.600
740 7.066 0.453 29.600
760 5.660 0.370 29.600
